2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | FETCH ComfyRegistry Data: 15/109\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :178  2025-12-03 19:20:39,927 노드 실행 중: 125\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :168  2025-12-03 19:20:39,923 워크플로우 실행 시작: prompt_id=e20bbe39-8495-4298-a9f5-a71b66595f59\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :139  2025-12-03 19:20:39,923 프롬프트 전송 성공: {'prompt_id': 'e20bbe39-8495-4298-a9f5-a71b66595f59', 'number': 0, 'node_errors': {}}\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | got prompt\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :120  2025-12-03 19:20:39,919 텍스트 노드(241) 설정: high quality, realistic, speaking naturally\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :117  2025-12-03 19:20:39,919 오디오 노드(125) 설정: /task_4e11294b-b6cb-4bc3-83b4-c6d33eb604dd/input_audio.wav\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :110  2025-12-03 19:20:39,919 이미지 노드(284) 설정: /task_4e11294b-b6cb-4bc3-83b4-c6d33eb604dd/input_image.jpg\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :108  2025-12-03 19:20:39,919 워크플로우 노드 수: 26\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :103  2025-12-03 19:20:39,919 Queueing prompt to: http://127.0.0.1:8188/prompt\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :517  2025-12-03 19:20:39,919 웹소켓 연결 성공 (시도 1)\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :497  2025-12-03 19:20:39,919 HTTP 연결 성공 (시도 1)\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :488  2025-12-03 19:20:39,917 Checking HTTP connection to: http://127.0.0.1:8188/\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :484  2025-12-03 19:20:39,917 Connecting to WebSocket: ws://127.0.0.1:8188/ws?clientId=7a2c7c7a-a02b-449e-8fd2-7de9f7b3b634\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :453  2025-12-03 19:20:39,917 오디오 파일 크기: 326472 bytes\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :452  2025-12-03 19:20:39,917 미디어 파일 크기: 382370 bytes\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :422  2025-12-03 19:20:39,917 ✅ Updated Node 128 (WanVideoSampler): force_offload=False\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :412  2025-12-03 19:20:39,917 🔧 Configuration: force_offload set to False\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :401  2025-12-03 19:20:39,917 오디오 경로: /task_4e11294b-b6cb-4bc3-83b4-c6d33eb604dd/input_audio.wav\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :400  2025-12-03 19:20:39,917 미디어 경로: /task_4e11294b-b6cb-4bc3-83b4-c6d33eb604dd/input_image.jpg\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :397  2025-12-03 19:20:39,917 워크플로우 설정: prompt='high quality, realistic, speaking naturally', width=384, height=576, max_frame=963\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :273  2025-12-03 19:20:39,917 가장 긴 오디오 길이: 35.30초, 계산된 max_frames: 963\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :256  2025-12-03 19:20:39,917 첫 번째 오디오 길이: 35.30초\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 |   duration = librosa.get_duration(path=audio_path)\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | 	Audioread support is deprecated in librosa 0.10.0 and will be removed in version 1.0.\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | //handler.py:241: FutureWarning: PySoundFile failed. Trying audioread instead.\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :388  2025-12-03 19:20:37,306 max_frame이 입력되지 않았습니다. 오디오 길이를 기반으로 자동 계산합니다.\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :74   2025-12-03 19:20:37,306 ✅ Base64 입력을 '/task_4e11294b-b6cb-4bc3-83b4-c6d33eb604dd/input_audio.wav' 파일로 저장했습니다.\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :95   2025-12-03 19:20:37,305 🔢 Base64 입력 처리\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :74   2025-12-03 19:20:37,305 ✅ Base64 입력을 '/task_4e11294b-b6cb-4bc3-83b4-c6d33eb604dd/input_image.jpg' 파일로 저장했습니다.\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :95   2025-12-03 19:20:37,305 🔢 Base64 입력 처리\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :299  2025-12-03 19:20:37,305 사용할 워크플로우: /I2V_single.json\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :295  2025-12-03 19:20:37,305 워크플로우 타입: image, 인물 수: single\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | Started.
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | handler.py          :288  2025-12-03 19:20:37,305 Received job input: {'force_offload': False, 'height': 576, 'image_base64': 'iVBORw0KGgoAAAANSUhEUgAAAYAAAAJACAIAAAALpSbBAAAACX... (총 509828 문자)', 'input_type': 'image', 'network_volume': False, 'person_count': 'single', 'prompt': 'high quality, realistic, speaking naturally', 'wav_base64': 'UklGRkD7BABXQVZFZm10IBgAAAD/AAEAwF0AACElAAAAAxAABQ... (총 435296 문자)', 'width': 384}\n
2025-12-03  20:20:45.806 | info | s628jgc3e8blx8 | Jobs in progress: 1
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Jobs in queue: 1
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | FETCH ComfyRegistry Data: 5/109\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | --- Starting Serverless Worker |  Version 1.7.13 ---\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Starting the handler...\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | ComfyUI is ready!\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | To see the GUI go to: http://[::]:8188\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | To see the GUI go to: http://0.0.0.0:8188\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | \n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Starting server\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | No target revision found.\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Will assume non-transactional DDL.\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Context impl SQLiteImpl.\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | \n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.7 seconds: /ComfyUI/custom_nodes/ComfyUI-WanVideoWrapper\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.2 seconds: /ComfyUI/custom_nodes/ComfyUI-MelBandRoFormer\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.1 seconds: /ComfyUI/custom_nodes/ComfyUI-VideoHelperSuite\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.1 seconds: /ComfyUI/custom_nodes/ComfyUI-Manager\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.1 seconds: /ComfyUI/custom_nodes/ComfyUI-KJNodes\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.0 seconds: /ComfyUI/custom_nodes/ComfyUI-GGUF\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.0 seconds: /ComfyUI/custom_nodes/ComfyUI-wanBlockswap\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 |    0.0 seconds: /ComfyUI/custom_nodes/websocket_image_save.py\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Import times for custom nodes:\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | \n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | ComfyUI-GGUF: Allowing full torch compile\n
2025-12-03  20:20:45.805 | warning | s628jgc3e8blx8 | WanVideoWrapper WARNING: FantasyPortrait nodes not available due to error in importing them: No module named 'onnx'\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | [ComfyUI-Manager] default cache updated: https://raw.githubusercontent.com/ltdrdata/ComfyUI-Manager/main/custom-node-list.json\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | [ComfyUI-Manager] default cache updated: https://raw.githubusercontent.com/ltdrdata/ComfyUI-Manager/main/github-stats.json\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | [ComfyUI-Manager] default cache updated: https://raw.githubusercontent.com/ltdrdata/ComfyUI-Manager/main/extension-node-map.json\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Waiting for ComfyUI... (6/120)\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | [ComfyUI-Manager] default cache updated: https://raw.githubusercontent.com/ltdrdata/ComfyUI-Manager/main/model-list.json\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | [ComfyUI-Manager] default cache updated: https://raw.githubusercontent.com/ltdrdata/ComfyUI-Manager/main/alter-list.json\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | ### ComfyUI Version: v0.3.75-14-gf17251be | Released on '2025-11-27'\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | [ComfyUI-Manager] network_mode: public\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | ### Loading: ComfyUI-Manager (V3.37.2)\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Enabled pinned memory 121515.0\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Device: cuda:0 NVIDIA GeForce RTX 4090 : cudaMallocAsync\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Set vram state to: NORMAL_VRAM\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | xformers version: 0.0.32.post2\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | pytorch version: 2.8.0+cu128\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Total VRAM 24091 MB, total RAM 127911 MB\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | [Prompt Server] web root: /usr/local/lib/python3.10/dist-packages/comfyui_frontend_package/static\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | ComfyUI frontend version: 1.32.9\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | ComfyUI version: 0.3.75\n
2025-12-03  20:20:45.805 | info | s628jgc3e8blx8 | Python version: 3.10.12 (main, Aug 15 2025, 14:32:43) [GCC 11.4.0]\n
